,loan_amnt,date,dti,zip_code,emp_length,date
5645557,10000.0,2017-02-27,10.95%,013xx,< 1 year,2017-02-27
18075866,30000.0,2018-09-06,38.57%,750xx,< 1 year,2018-09-06
7676694,1500.0,2017-06-23,70.67%,488xx,< 1 year,2017-06-23
4802265,1000.0,2017-01-03,5.35%,627xx,5 years,2017-01-03
13330483,5000.0,2018-03-13,25.69%,468xx,< 1 year,2018-03-13
3486225,35000.0,2016-10-10,18.75%,281xx,< 1 year,2016-10-10
5491864,5000.0,2017-02-16,66615.33%,023xx,< 1 year,2017-02-16
3851559,30000.0,2016-11-02,48.36%,535xx,< 1 year,2016-11-02
20802270,10000.0,2018-12-10,32.92%,128xx,< 1 year,2018-12-10
9813806,10000.0,2017-09-30,19.69%,325xx,9 years,2017-09-30
17849888,2500.0,2018-08-29,2.36%,346xx,< 1 year,2018-08-29
2086920,5000.0,2016-06-30,28.16%,302xx,< 1 year,2016-06-30
18623865,6000.0,2018-09-25,105.82%,191xx,< 1 year,2018-09-25
13960553,5000.0,2018-04-11,14.39%,336xx,< 1 year,2018-04-11
5083285,5000.0,2017-01-20,2.02%,729xx,< 1 year,2017-01-20
20415244,15000.0,2018-11-28,26.05%,385xx,< 1 year,2018-11-28
17903983,5000.0,2018-08-31,100%,986xx,< 1 year,2018-08-31
4185899,15000.0,2016-11-23,19425%,953xx,< 1 year,2016-11-23
7687016,40000.0,2017-06-24,54.43%,285xx,< 1 year,2017-06-24
8605791,20000.0,2017-08-05,41.68%,330xx,< 1 year,2017-08-05
15784540,15000.0,2018-06-16,2.44%,330xx,< 1 year,2018-06-16
2373562,8000.0,2016-07-21,4.9%,441xx,< 1 year,2016-07-21
604447,30000.0,2016-02-24,10.79%,114xx,5 years,2016-02-24
2049653,20000.0,2016-06-28,22.78%,117xx,< 1 year,2016-06-28
12157373,20000.0,2018-01-15,29.84%,801xx,< 1 year,2018-01-15
11715851,10000.0,2017-12-23,100%,331xx,< 1 year,2017-12-23
2396094,35000.0,2016-07-23,22.47%,151xx,5 years,2016-07-23
7938133,25000.0,2017-07-07,25.79%,339xx,5 years,2017-07-07
7790403,10000.0,2017-06-29,100%,100xx,< 1 year,2017-06-29
10213034,6000.0,2017-10-18,23.02%,480xx,< 1 year,2017-10-18
18611207,7500.0,2018-09-25,19.47%,087xx,< 1 year,2018-09-25
5270320,20000.0,2017-02-01,34.32%,483xx,< 1 year,2017-02-01
11570011,5000.0,2017-12-16,0%,784xx,< 1 year,2017-12-16
17254668,3000.0,2018-08-09,11.87%,064xx,< 1 year,2018-08-09
1805619,3000.0,2016-06-12,30.79%,463xx,< 1 year,2016-06-12
11121000,35000.0,2017-11-27,19.73%,282xx,< 1 year,2017-11-27
9136554,10000.0,2017-08-30,19.47%,989xx,< 1 year,2017-08-30
8354345,12000.0,2017-07-25,100%,112xx,< 1 year,2017-07-25
3723031,10000.0,2016-10-25,20.07%,604xx,< 1 year,2016-10-25
15008794,2500.0,2018-05-18,4.15%,365xx,< 1 year,2018-05-18
18371370,10000.0,2018-09-17,100%,307xx,< 1 year,2018-09-17
8236589,10000.0,2017-07-20,8.86%,937xx,5 years,2017-07-20
16575186,7000.0,2018-07-16,16.85%,851xx,< 1 year,2018-07-16
11830987,20000.0,2017-12-30,4.62%,900xx,< 1 year,2017-12-30
14471875,10000.0,2018-05-01,16.78%,339xx,< 1 year,2018-05-01
17530848,20000.0,2018-08-19,25.42%,805xx,< 1 year,2018-08-19
11360621,3600.0,2017-12-07,100%,301xx,< 1 year,2017-12-07
13549373,27500.0,2018-03-23,40.03%,840xx,< 1 year,2018-03-23
2877660,5000.0,2016-08-26,27.85%,436xx,< 1 year,2016-08-26
21119422,10000.0,2018-12-21,100%,191xx,< 1 year,2018-12-21
10167992,5000.0,2017-10-16,9.19%,114xx,< 1 year,2017-10-16
17272807,12000.0,2018-08-10,22.58%,468xx,< 1 year,2018-08-10
11955402,35000.0,2018-01-06,6.54%,928xx,< 1 year,2018-01-06
20291513,8000.0,2018-11-24,10.61%,919xx,< 1 year,2018-11-24
9096914,20000.0,2017-08-29,16.71%,752xx,< 1 year,2017-08-29
15146228,40000.0,2018-05-23,29.87%,928xx,9 years,2018-05-23
61146,2000.0,2016-01-07,57.28%,330xx,< 1 year,2016-01-07
29185,6025.0,2016-01-04,11.25%,023xx,< 1 year,2016-01-04
7186724,18000.0,2017-05-31,3.54%,914xx,1 year,2017-05-31
20037311,20000.0,2018-11-14,27.97%,490xx,< 1 year,2018-11-14
15351880,5000.0,2018-05-31,13.48%,856xx,< 1 year,2018-05-31
17935762,40000.0,2018-09-01,36.61%,605xx,10+ years,2018-09-01
16019285,35000.0,2018-06-25,49.71%,773xx,8 years,2018-06-25
9035619,2000.0,2017-08-26,45.67%,197xx,< 1 year,2017-08-26
14484380,5000.0,2018-05-01,1.64%,952xx,< 1 year,2018-05-01
6326378,10000.0,2017-04-12,0%,980xx,5 years,2017-04-12
12467094,2500.0,2018-01-30,13.27%,973xx,< 1 year,2018-01-30
689511,1000.0,2016-03-03,8.19%,922xx,5 years,2016-03-03
10789416,10000.0,2017-11-13,100%,925xx,< 1 year,2017-11-13
15706083,10000.0,2018-06-13,28.68%,023xx,5 years,2018-06-13
1484970,5000.0,2016-05-01,17.8%,463xx,5 years,2016-05-01
15670837,6000.0,2018-06-12,12.51%,361xx,< 1 year,2018-06-12
20636179,2000.0,2018-12-05,26.32%,142xx,< 1 year,2018-12-05
1902766,20000.0,2016-06-20,74.7%,984xx,< 1 year,2016-06-20
2994663,10000.0,2016-09-03,0%,465xx,< 1 year,2016-09-03
679668,2000.0,2016-03-02,14.9%,173xx,5 years,2016-03-02
19236289,20500.0,2018-10-17,27.04%,609xx,< 1 year,2018-10-17
3396858,3000.0,2016-10-03,15.25%,770xx,< 1 year,2016-10-03
21211334,22000.0,2018-12-26,38.3%,112xx,< 1 year,2018-12-26
9970631,20000.0,2017-10-08,37.72%,070xx,< 1 year,2017-10-08
1779930,15000.0,2016-06-09,32.98%,785xx,7 years,2016-06-09
16837788,18000.0,2018-07-25,29.76%,124xx,< 1 year,2018-07-25
19199583,18000.0,2018-10-16,45.55%,088xx,< 1 year,2018-10-16
19980675,5000.0,2018-11-12,13.03%,112xx,< 1 year,2018-11-12
7899450,35000.0,2017-07-06,47.01%,852xx,< 1 year,2017-07-06
473764,1000.0,2016-02-12,5.36%,319xx,< 1 year,2016-02-12
1433477,14000.0,2016-04-26,4.08%,902xx,< 1 year,2016-04-26
16385859,32000.0,2018-07-10,25.65%,401xx,< 1 year,2018-07-10
13039323,30000.0,2018-02-27,50.01%,320xx,< 1 year,2018-02-27
13993430,20000.0,2018-04-12,50.25%,811xx,< 1 year,2018-04-12
9237764,1500.0,2017-09-05,19.27%,805xx,< 1 year,2017-09-05
5377140,3500.0,2017-02-08,37.3%,770xx,< 1 year,2017-02-08
7340929,5000.0,2017-06-07,14.49%,302xx,1 year,2017-06-07
2116636,5000.0,2016-07-03,42.74%,330xx,5 years,2016-07-03
5738400,10000.0,2017-03-05,42.82%,297xx,< 1 year,2017-03-05
20098472,6000.0,2018-11-15,11.95%,560xx,< 1 year,2018-11-15
4922971,8000.0,2017-01-10,8.44%,620xx,5 years,2017-01-10
14879800,15000.0,2018-05-15,16.63%,941xx,< 1 year,2018-05-15
8243001,6000.0,2017-07-20,11.03%,852xx,< 1 year,2017-07-20
9819956,40000.0,2017-09-30,25.81%,331xx,< 1 year,2017-09-30
1919857,3175.0,2016-06-21,9.67%,114xx,< 1 year,2016-06-21
9190909,10000.0,2017-09-02,100%,917xx,< 1 year,2017-09-02
1133094,6000.0,2016-04-04,15.94%,471xx,< 1 year,2016-04-04
14226848,5500.0,2018-04-22,4.5%,941xx,< 1 year,2018-04-22
568772,15000.0,2016-02-22,18.09%,301xx,< 1 year,2016-02-22
6081831,25000.0,2017-03-28,0%,554xx,< 1 year,2017-03-28
1615711,7000.0,2016-05-11,21.21%,060xx,5 years,2016-05-11
7750469,10000.0,2017-06-28,43.2%,605xx,< 1 year,2017-06-28
13095415,3000.0,2018-03-02,0.07%,454xx,< 1 year,2018-03-02
20330416,40000.0,2018-11-25,29.9%,968xx,< 1 year,2018-11-25
11261498,30000.0,2017-12-03,25.67%,112xx,< 1 year,2017-12-03
15692863,5000.0,2018-06-13,11.6%,196xx,< 1 year,2018-06-13
19021440,25000.0,2018-10-10,69.14%,254xx,< 1 year,2018-10-10
5874757,1000.0,2017-03-14,-1%,328xx,5 years,2017-03-14
8128458,1000.0,2017-07-16,43.23%,386xx,< 1 year,2017-07-16
1864560,4000.0,2016-06-16,-1%,439xx,5 years,2016-06-16
7597221,5000.0,2017-06-20,13.32%,607xx,< 1 year,2017-06-20
12576386,10000.0,2018-02-05,24.16%,730xx,< 1 year,2018-02-05
17717422,10000.0,2018-08-25,7.9%,601xx,< 1 year,2018-08-25
10706146,5000.0,2017-11-09,7.72%,982xx,< 1 year,2017-11-09
10648291,27000.0,2017-11-07,280%,934xx,< 1 year,2017-11-07
17434303,10000.0,2018-08-15,11.25%,225xx,< 1 year,2018-08-15
11196481,7000.0,2017-11-30,0%,705xx,< 1 year,2017-11-30
7423762,2000.0,2017-06-11,27.23%,766xx,< 1 year,2017-06-11
12779087,3025.0,2018-02-14,24.85%,300xx,< 1 year,2018-02-14
11394418,10000.0,2017-12-08,76.29%,371xx,< 1 year,2017-12-08
21236314,2000.0,2018-12-27,20.36%,300xx,< 1 year,2018-12-27
20534369,2000.0,2018-12-02,21.44%,890xx,< 1 year,2018-12-02
10932909,40000.0,2017-11-17,2.64%,019xx,< 1 year,2017-11-17
19058935,35000.0,2018-10-11,29.2%,730xx,< 1 year,2018-10-11
20492017,5000.0,2018-11-30,138.27%,071xx,< 1 year,2018-11-30
5189428,6000.0,2017-01-26,30.39%,894xx,< 1 year,2017-01-26
945780,40000.0,2016-03-21,47.56%,358xx,< 1 year,2016-03-21
6989794,20000.0,2017-05-21,5.96%,100xx,5 years,2017-05-21
15812227,35000.0,2018-06-18,0.66%,272xx,< 1 year,2018-06-18
10709042,4000.0,2017-11-09,7.78%,245xx,< 1 year,2017-11-09
13578304,12475.0,2018-03-25,2.1%,478xx,< 1 year,2018-03-25
9326079,6000.0,2017-09-08,19.63%,296xx,< 1 year,2017-09-08
459937,20000.0,2016-02-11,34.65%,034xx,< 1 year,2016-02-11
16800877,25000.0,2018-07-24,3%,282xx,< 1 year,2018-07-24
18534587,10000.0,2018-09-22,23.59%,420xx,< 1 year,2018-09-22
6492057,7000.0,2017-04-23,20.9%,303xx,< 1 year,2017-04-23
16439620,3000.0,2018-07-12,21.76%,183xx,< 1 year,2018-07-12
15925252,3000.0,2018-06-21,21.22%,780xx,1 year,2018-06-21
4858285,15000.0,2017-01-06,39.91%,151xx,5 years,2017-01-06
20340366,3500.0,2018-11-26,24.5%,494xx,< 1 year,2018-11-26
11506016,23000.0,2017-12-13,102.32%,395xx,< 1 year,2017-12-13
9228949,5000.0,2017-09-04,8.62%,657xx,< 1 year,2017-09-04
11075564,1000.0,2017-11-25,100%,351xx,< 1 year,2017-11-25
17174771,20000.0,2018-08-07,40.38%,760xx,< 1 year,2018-08-07
19725076,7175.0,2018-11-03,39.13%,331xx,7 years,2018-11-03
8120224,20000.0,2017-07-16,37.93%,377xx,< 1 year,2017-07-16
4941500,15000.0,2017-01-11,0%,452xx,5 years,2017-01-11
16234445,15000.0,2018-07-04,100%,104xx,< 1 year,2018-07-04
7330098,26000.0,2017-06-06,24.54%,350xx,< 1 year,2017-06-06
20361473,24000.0,2018-11-26,19.1%,440xx,3 years,2018-11-26
11986452,8000.0,2018-01-08,14.64%,430xx,< 1 year,2018-01-08
8686826,10000.0,2017-08-09,70.68%,351xx,< 1 year,2017-08-09
17651759,15000.0,2018-08-22,8.01%,765xx,< 1 year,2018-08-22
15927815,2000.0,2018-06-21,100%,973xx,< 1 year,2018-06-21
6798452,20000.0,2017-05-10,32.44%,736xx,< 1 year,2017-05-10
4708528,5000.0,2016-12-27,-1%,453xx,< 1 year,2016-12-27
8639363,10000.0,2017-08-07,62.92%,986xx,< 1 year,2017-08-07
8118474,20000.0,2017-07-15,40.56%,372xx,< 1 year,2017-07-15
1360624,5000.0,2016-04-21,35.84%,616xx,< 1 year,2016-04-21
19062195,1000.0,2018-10-11,7.7%,762xx,< 1 year,2018-10-11
1711965,5000.0,2016-05-27,10.59%,337xx,< 1 year,2016-05-27
7589807,12000.0,2017-06-19,22.98%,451xx,< 1 year,2017-06-19
17214610,25000.0,2018-08-08,48.2%,371xx,< 1 year,2018-08-08
17964037,29000.0,2018-09-03,5.27%,805xx,< 1 year,2018-09-03
731523,5000.0,2016-03-07,16.13%,346xx,< 1 year,2016-03-07
17805318,18000.0,2018-08-28,9.97%,604xx,< 1 year,2018-08-28
15420066,10000.0,2018-06-03,18.67%,757xx,< 1 year,2018-06-03
20727446,3500.0,2018-12-07,15.26%,120xx,< 1 year,2018-12-07
20478748,7000.0,2018-11-30,32.34%,350xx,< 1 year,2018-11-30
9892363,1000.0,2017-10-04,12.57%,286xx,< 1 year,2017-10-04
8377248,3000.0,2017-07-26,0%,310xx,< 1 year,2017-07-26
1453701,12000.0,2016-04-28,83.77%,450xx,< 1 year,2016-04-28
19983101,2000.0,2018-11-12,10.45%,365xx,< 1 year,2018-11-12
19148648,35000.0,2018-10-14,29.23%,492xx,< 1 year,2018-10-14
21104245,1000.0,2018-12-20,35.89%,765xx,< 1 year,2018-12-20
3821838,35000.0,2016-11-01,50.4%,070xx,< 1 year,2016-11-01
18638711,4500.0,2018-09-26,15.91%,554xx,< 1 year,2018-09-26
3369730,6000.0,2016-10-01,19.76%,770xx,< 1 year,2016-10-01
9916651,3000.0,2017-10-05,0%,113xx,3 years,2017-10-05
9884539,3000.0,2017-10-04,20.62%,484xx,2 years,2017-10-04
6678933,4000.0,2017-05-03,51.43%,800xx,< 1 year,2017-05-03
4829131,5000.0,2017-01-04,5.45%,104xx,< 1 year,2017-01-04
5077003,20000.0,2017-01-19,47.8%,029xx,< 1 year,2017-01-19
16597030,5000.0,2018-07-17,524.8%,365xx,< 1 year,2018-07-17
10482233,5000.0,2017-10-30,26.75%,377xx,< 1 year,2017-10-30
4866290,1500.0,2017-01-06,4.91%,633xx,< 1 year,2017-01-06
3125628,15000.0,2016-09-13,54.29%,917xx,< 1 year,2016-09-13
13535545,20775.0,2018-03-22,100%,752xx,1 year,2018-03-22
10390085,9400.0,2017-10-25,36.68%,170xx,< 1 year,2017-10-25
20717000,7000.0,2018-12-07,45.32%,331xx,5 years,2018-12-07
1571170,1500.0,2016-05-08,4.56%,119xx,< 1 year,2016-05-08
2957379,10000.0,2016-08-31,1.85%,177xx,< 1 year,2016-08-31
12206967,35000.0,2018-01-17,13.18%,757xx,< 1 year,2018-01-17
13875222,2500.0,2018-04-08,25.1%,272xx,< 1 year,2018-04-08
7963514,2500.0,2017-07-09,13.59%,782xx,3 years,2017-07-09
17914173,4000.0,2018-08-31,100%,146xx,< 1 year,2018-08-31
7310549,5000.0,2017-06-05,8.19%,379xx,< 1 year,2017-06-05
10253716,20000.0,2017-10-19,28.41%,283xx,< 1 year,2017-10-19
6980620,1000.0,2017-05-20,45.53%,171xx,< 1 year,2017-05-20
13006979,5000.0,2018-02-26,50.45%,826xx,< 1 year,2018-02-26
8242815,4000.0,2017-07-20,12.19%,451xx,< 1 year,2017-07-20
12242734,15000.0,2018-01-19,0%,104xx,< 1 year,2018-01-19
13391691,1000.0,2018-03-16,3.87%,342xx,< 1 year,2018-03-16
10092279,2500.0,2017-10-13,202.06%,070xx,9 years,2017-10-13
17710530,10000.0,2018-08-24,45.61%,327xx,< 1 year,2018-08-24
15844669,10000.0,2018-06-19,6.7%,781xx,< 1 year,2018-06-19
316096,5000.0,2016-01-29,4.56%,385xx,< 1 year,2016-01-29
18679013,2000.0,2018-09-27,35.8%,750xx,< 1 year,2018-09-27
217181,10000.0,2016-01-21,23.13%,604xx,< 1 year,2016-01-21
2819765,10000.0,2016-08-22,59.38%,693xx,< 1 year,2016-08-22
9600243,9000.0,2017-09-20,12.48%,387xx,< 1 year,2017-09-20
3704327,35000.0,2016-10-24,15.57%,707xx,5 years,2016-10-24
3073983,9000.0,2016-09-08,18.18%,109xx,< 1 year,2016-09-08
9257948,6150.0,2017-09-06,-1%,207xx,< 1 year,2017-09-06
2617945,1000.0,2016-08-09,61.08%,344xx,< 1 year,2016-08-09
12363298,20000.0,2018-01-24,21.87%,336xx,< 1 year,2018-01-24
2762418,2000.0,2016-08-18,61.05%,186xx,5 years,2016-08-18
16223921,35000.0,2018-07-03,18.4%,010xx,3 years,2018-07-03
14377674,10000.0,2018-04-27,0%,083xx,< 1 year,2018-04-27
5410865,37500.0,2017-02-10,82.43%,765xx,< 1 year,2017-02-10
10903592,4500.0,2017-11-16,100%,727xx,< 1 year,2017-11-16
4196710,2000.0,2016-11-24,38.5%,800xx,5 years,2016-11-24
5488272,25000.0,2017-02-15,38.26%,240xx,< 1 year,2017-02-15
825503,10000.0,2016-03-14,36.47%,760xx,< 1 year,2016-03-14
1975589,3000.0,2016-06-23,24.16%,219xx,< 1 year,2016-06-23
1695821,32000.0,2016-05-24,28.56%,900xx,< 1 year,2016-05-24
9743997,6000.0,2017-09-27,48.03%,362xx,< 1 year,2017-09-27
301641,22000.0,2016-01-28,14.93%,308xx,5 years,2016-01-28
13779358,10000.0,2018-04-03,0%,919xx,< 1 year,2018-04-03
19489937,29725.0,2018-10-25,100%,334xx,5 years,2018-10-25
6458935,25000.0,2017-04-20,29.5%,300xx,< 1 year,2017-04-20
13902788,40000.0,2018-04-09,17.13%,109xx,< 1 year,2018-04-09
9405504,15000.0,2017-09-12,56.82%,476xx,< 1 year,2017-09-12
20943639,5000.0,2018-12-14,176.29%,483xx,< 1 year,2018-12-14
16007153,20000.0,2018-06-25,2.03%,806xx,< 1 year,2018-06-25
20946448,1500.0,2018-12-14,15.77%,080xx,< 1 year,2018-12-14
18746718,25000.0,2018-10-01,0.73%,911xx,10+ years,2018-10-01
12363045,60000.0,2018-01-24,-1%,103xx,< 1 year,2018-01-24
3192203,10000.0,2016-09-18,14.15%,553xx,5 years,2016-09-18
9474777,1000.0,2017-09-15,19.39%,462xx,5 years,2017-09-15
6464798,10000.0,2017-04-21,36.26%,324xx,5 years,2017-04-21
19929736,13500.0,2018-11-10,31.37%,150xx,< 1 year,2018-11-10
14256,15000.0,2016-01-03,46.29%,550xx,< 1 year,2016-01-03
9706049,11000.0,2017-09-25,12.34%,140xx,< 1 year,2017-09-25
11501851,20000.0,2017-12-13,45.76%,703xx,< 1 year,2017-12-13
1033496,15000.0,2016-03-28,35.13%,656xx,< 1 year,2016-03-28
12184247,2600.0,2018-01-17,13.74%,085xx,< 1 year,2018-01-17
15959569,15000.0,2018-06-22,57.88%,604xx,< 1 year,2018-06-22
11607785,1000.0,2017-12-18,27.76%,337xx,< 1 year,2017-12-18
19518534,35000.0,2018-10-26,39.35%,300xx,< 1 year,2018-10-26
13956332,12000.0,2018-04-11,9.31%,233xx,< 1 year,2018-04-11
16315226,20000.0,2018-07-07,3.85%,633xx,< 1 year,2018-07-07
21299801,1000.0,2018-12-29,11.52%,347xx,< 1 year,2018-12-29
14338636,20000.0,2018-04-25,30.2%,773xx,< 1 year,2018-04-25
3354440,21000.0,2016-09-30,16.57%,070xx,< 1 year,2016-09-30
5196894,4000.0,2017-01-27,30.4%,902xx,5 years,2017-01-27
19844224,15000.0,2018-11-07,35.9%,635xx,< 1 year,2018-11-07
9892672,40000.0,2017-10-04,20.93%,900xx,< 1 year,2017-10-04
2007897,7500.0,2016-06-26,0%,285xx,< 1 year,2016-06-26
14463083,30000.0,2018-04-30,27.42%,331xx,< 1 year,2018-04-30
10464712,12500.0,2017-10-30,34.93%,150xx,< 1 year,2017-10-30
5824360,40000.0,2017-03-10,-1%,113xx,< 1 year,2017-03-10
5438175,6000.0,2017-02-13,10.37%,286xx,< 1 year,2017-02-13
17469076,5000.0,2018-08-16,49.4%,912xx,< 1 year,2018-08-16
6123632,7000.0,2017-03-30,21.29%,944xx,< 1 year,2017-03-30
20508356,35000.0,2018-12-01,21.7%,992xx,1 year,2018-12-01
21232983,23725.0,2018-12-27,100%,971xx,< 1 year,2018-12-27
8916254,5000.0,2017-08-20,47.43%,606xx,< 1 year,2017-08-20
19478301,13000.0,2018-10-25,10.94%,191xx,< 1 year,2018-10-25
8180317,30000.0,2017-07-18,25.26%,535xx,< 1 year,2017-07-18
10010918,20000.0,2017-10-10,25.14%,301xx,< 1 year,2017-10-10
14441358,35000.0,2018-04-30,23.02%,913xx,< 1 year,2018-04-30
11085184,2000.0,2017-11-25,26.63%,301xx,< 1 year,2017-11-25
7421134,15000.0,2017-06-11,12.51%,597xx,< 1 year,2017-06-11
789876,15000.0,2016-03-10,57.22%,064xx,< 1 year,2016-03-10
1137239,10000.0,2016-04-05,6.34%,303xx,< 1 year,2016-04-05
17717959,1500.0,2018-08-25,0%,441xx,< 1 year,2018-08-25
1610519,13500.0,2016-05-11,45.16%,986xx,< 1 year,2016-05-11
6937101,5000.0,2017-05-18,-1%,315xx,5 years,2017-05-18
12722773,26250.0,2018-02-12,100%,890xx,< 1 year,2018-02-12
10816798,5000.0,2017-11-13,0.44%,364xx,< 1 year,2017-11-13
7100307,1000.0,2017-05-26,33.06%,638xx,5 years,2017-05-26
12775559,30000.0,2018-02-14,0.75%,454xx,< 1 year,2018-02-14
2029923,5000.0,2016-06-27,30.15%,230xx,5 years,2016-06-27
12226912,40000.0,2018-01-18,31.95%,077xx,< 1 year,2018-01-18
4793984,1000.0,2017-01-03,5.84%,705xx,< 1 year,2017-01-03
4645774,40000.0,2016-12-21,21.81%,900xx,< 1 year,2016-12-21
18594586,2000.0,2018-09-24,28.69%,327xx,< 1 year,2018-09-24
312145,50000.0,2016-01-29,-1%,284xx,< 1 year,2016-01-29
12192188,40000.0,2018-01-17,18.72%,194xx,< 1 year,2018-01-17
12128359,1000.0,2018-01-14,11.15%,672xx,< 1 year,2018-01-14
17381696,7000.0,2018-08-14,14.31%,183xx,< 1 year,2018-08-14
7930657,5000.0,2017-07-07,39.46%,606xx,< 1 year,2017-07-07
631991,6000.0,2016-02-27,4.48%,774xx,< 1 year,2016-02-27
10661473,6000.0,2017-11-07,50.99%,303xx,< 1 year,2017-11-07
1055396,5000.0,2016-03-29,1.22%,673xx,< 1 year,2016-03-29
10541695,4000.0,2017-11-02,20.54%,946xx,< 1 year,2017-11-02
3400414,5000.0,2016-10-03,36.7%,957xx,< 1 year,2016-10-03
10009943,15000.0,2017-10-10,38.89%,937xx,< 1 year,2017-10-10
12657851,10000.0,2018-02-08,35.47%,281xx,< 1 year,2018-02-08
17443244,20000.0,2018-08-16,22.43%,300xx,< 1 year,2018-08-16
15372804,3500.0,2018-06-01,30.51%,301xx,< 1 year,2018-06-01
20237501,10000.0,2018-11-21,26.36%,959xx,< 1 year,2018-11-21
12882151,3000.0,2018-02-20,27.9%,303xx,< 1 year,2018-02-20
2412573,10000.0,2016-07-24,30.8%,310xx,< 1 year,2016-07-24
19564500,2500.0,2018-10-28,27%,582xx,< 1 year,2018-10-28
15149096,5000.0,2018-05-23,31.78%,331xx,< 1 year,2018-05-23
20713647,17000.0,2018-12-07,9.42%,930xx,< 1 year,2018-12-07
16367066,2500.0,2018-07-09,0%,300xx,< 1 year,2018-07-09
11560787,6000.0,2017-12-15,20.4%,436xx,< 1 year,2017-12-15
9454,9000.0,2016-01-02,24.4%,824xx,5 years,2016-01-02
19338883,16000.0,2018-10-20,100%,109xx,< 1 year,2018-10-20
21088827,1000.0,2018-12-20,33.96%,786xx,5 years,2018-12-20
7428462,5500.0,2017-06-12,22.1%,278xx,< 1 year,2017-06-12
666614,3000.0,2016-03-01,19.4%,741xx,< 1 year,2016-03-01
4899691,5000.0,2017-01-09,14.11%,119xx,< 1 year,2017-01-09
12624567,35000.0,2018-02-07,25.41%,968xx,< 1 year,2018-02-07
18048024,20000.0,2018-09-05,11.4%,560xx,< 1 year,2018-09-05
12063709,50000.0,2018-01-11,-1%,805xx,< 1 year,2018-01-11
1749521,2000.0,2016-06-05,13.83%,372xx,< 1 year,2016-06-05
6411627,5000.0,2017-04-18,100%,550xx,< 1 year,2017-04-18
17603262,23500.0,2018-08-21,4.56%,113xx,< 1 year,2018-08-21
21120048,20000.0,2018-12-21,9.4%,701xx,< 1 year,2018-12-21
15716135,10000.0,2018-06-14,31.79%,880xx,< 1 year,2018-06-14
11285463,25000.0,2017-12-04,6.19%,116xx,< 1 year,2017-12-04
15667927,15000.0,2018-06-12,100%,220xx,< 1 year,2018-06-12
17237349,30000.0,2018-08-08,4.82%,773xx,< 1 year,2018-08-08
19617934,5000.0,2018-10-30,131.56%,760xx,< 1 year,2018-10-30
15194751,3000.0,2018-05-25,31.42%,339xx,< 1 year,2018-05-25
13051224,20000.0,2018-02-28,41.4%,545xx,< 1 year,2018-02-28
1537224,40000.0,2016-05-04,35.72%,785xx,< 1 year,2016-05-04
10809578,10000.0,2017-11-13,12.8%,378xx,< 1 year,2017-11-13
458505,10000.0,2016-02-11,16.94%,065xx,< 1 year,2016-02-11
21182522,20000.0,2018-12-24,47.32%,752xx,< 1 year,2018-12-24
7770634,2000.0,2017-06-28,11.12%,620xx,5 years,2017-06-28
8866034,15000.0,2017-08-17,13.01%,852xx,1 year,2017-08-17
1150948,4000.0,2016-04-05,5.81%,670xx,< 1 year,2016-04-05
13774471,2550.0,2018-04-03,20.38%,432xx,< 1 year,2018-04-03
4633722,9000.0,2016-12-21,9.27%,622xx,< 1 year,2016-12-21
3937713,2000.0,2016-11-09,24.4%,614xx,< 1 year,2016-11-09
5576586,20000.0,2017-02-22,27.97%,301xx,< 1 year,2017-02-22
14461839,35000.0,2018-04-30,24.37%,113xx,< 1 year,2018-04-30
13653820,32000.0,2018-03-28,24.35%,387xx,< 1 year,2018-03-28
9396654,30000.0,2017-09-12,30.08%,700xx,< 1 year,2017-09-12
7628393,4500.0,2017-06-21,39.04%,448xx,< 1 year,2017-06-21
548308,6500.0,2016-02-19,25.2%,754xx,< 1 year,2016-02-19
19765065,7500.0,2018-11-05,28.93%,465xx,< 1 year,2018-11-05
15600455,5000.0,2018-06-10,22.25%,708xx,< 1 year,2018-06-10
18752544,10000.0,2018-10-01,12.5%,672xx,< 1 year,2018-10-01
1076589,25000.0,2016-03-30,18.58%,298xx,5 years,2016-03-30
11994429,2000.0,2018-01-08,23.18%,945xx,< 1 year,2018-01-08
8614896,1000.0,2017-08-06,1.44%,624xx,< 1 year,2017-08-06
11958954,1000.0,2018-01-06,4.35%,304xx,< 1 year,2018-01-06
19139014,6500.0,2018-10-14,9.41%,030xx,< 1 year,2018-10-14
19469984,11500.0,2018-10-24,2.44%,496xx,< 1 year,2018-10-24
15714520,5000.0,2018-06-14,4.69%,752xx,4 years,2018-06-14
12058110,7000.0,2018-01-10,1%,953xx,< 1 year,2018-01-10
11800279,6000.0,2017-12-28,100%,481xx,< 1 year,2017-12-28
4603767,5000.0,2016-12-19,-1%,344xx,< 1 year,2016-12-19
11976491,2000.0,2018-01-07,15.05%,212xx,< 1 year,2018-01-07
6481407,30000.0,2017-04-22,70.43%,946xx,< 1 year,2017-04-22
20814722,1000.0,2018-12-10,20.74%,294xx,3 years,2018-12-10
1401386,2000.0,2016-04-25,24.62%,681xx,5 years,2016-04-25
9253913,1200.0,2017-09-05,29.79%,660xx,< 1 year,2017-09-05
7555242,15000.0,2017-06-18,14.55%,334xx,< 1 year,2017-06-18
17322181,7500.0,2018-08-12,5.38%,330xx,< 1 year,2018-08-12
13706003,12000.0,2018-03-31,22.53%,611xx,< 1 year,2018-03-31
